,class-0,class-1,class-2
U87MG_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
UOK101_KIDNEY,0.0,0.0,1.0
YKG1_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,0.0,1.0
A427_LUNG,0.0,0.0,1.0
A704_KIDNEY,0.0,0.0,1.0
AU565_BREAST,0.0,0.0,1.0
BFTC909_KIDNEY,0.0,0.0,1.0
BICR56_UPPER_AERODIGESTIVE_TRACT,0.0,0.0,1.0
CAKI2_KIDNEY,0.0,0.0,1.0
CAL54_KIDNEY,0.0,0.0,1.0
COLO699_LUNG,0.0,0.0,1.0
CORL105_LUNG,0.0,0.0,1.0
CORL88_LUNG,0.0,0.0,1.0
CW9019_SOFT_TISSUE,0.0,0.0,1.0
D283MED_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
D341MED_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
D384_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
D425_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,0.0,1.0
DMS114_LUNG,0.0,0.0,1.0
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,0.0,1.0
ECGI10_OESOPHAGUS,0.0,0.0,1.0
EN_ENDOMETRIUM,0.0,0.0,1.0
EPLC272H_LUNG,0.0,0.0,1.0
ESS1_ENDOMETRIUM,0.0,0.0,1.0
FU97_STOMACH,0.0,0.0,1.0
G402_SOFT_TISSUE,0.0,0.0,1.0
HCC1143_BREAST,0.0,0.0,1.0
HCC15_LUNG,0.0,0.0,1.0
HCC1569_BREAST,0.0,0.0,1.0
HCC366_LUNG,0.0,0.0,1.0
HCC38_BREAST,0.0,0.0,1.0
HCC461_LUNG,0.0,0.0,1.0
HCC95_LUNG,0.0,0.0,1.0
HEC59_ENDOMETRIUM,0.0,0.0,1.0
HEKTE_KIDNEY,0.0,0.0,1.0
HGC27_STOMACH,0.0,0.0,1.0
HK2_KIDNEY,0.0,0.0,1.0
HLC1_LUNG,0.0,0.0,1.0
HS294T_SKIN,0.0,0.0,1.0
HS578T_BREAST,0.0,0.0,1.0
HSC2_UPPER_AERODIGESTIVE_TRACT,0.0,0.0,1.0
HT1080_SOFT_TISSUE,0.0,0.0,1.0
HUH1_LIVER,0.0,0.0,1.0
IGR1_SKIN,0.0,0.0,1.0
IPC298_SKIN,0.0,0.0,1.0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,0.0,1.0
KD_SOFT_TISSUE,0.0,0.0,1.0
KMRC1_KIDNEY,0.0,0.0,1.0
KMRC2_KIDNEY,0.0,0.0,1.0
LC1SQSF_LUNG,0.0,0.0,1.0
LCLC103H_LUNG,0.0,0.0,1.0
LN18_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
LOUNH91_LUNG,0.0,0.0,1.0
LOXIMVI_SKIN,0.0,0.0,1.0
M059K_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
MDAMB157_BREAST,0.0,0.0,1.0
MDAMB415_BREAST,0.0,0.0,1.0
MFE280_ENDOMETRIUM,0.0,0.0,1.0
MHHES1_BONE,0.0,0.0,1.0
MKL1_SKIN,0.0,0.0,1.0
MKL2_SKIN,0.0,0.0,1.0
NCIH1105_LUNG,0.0,0.0,1.0
NCIH146_LUNG,0.0,0.0,1.0
NCIH1648_LUNG,0.0,0.0,1.0
NCIH1694_LUNG,0.0,0.0,1.0
NCIH1836_LUNG,0.0,0.0,1.0
NCIH1876_LUNG,0.0,0.0,1.0
NCIH1915_LUNG,0.0,0.0,1.0
NCIH2004RT_SOFT_TISSUE,0.0,0.0,1.0
NCIH2009_LUNG,0.0,0.0,1.0
NCIH2286_LUNG,0.0,0.0,1.0
NCIH2882_LUNG,0.0,0.0,1.0
NCIH2887_LUNG,0.0,0.0,1.0
NCIH520_LUNG,0.0,0.0,1.0
NCIH522_LUNG,0.0,0.0,1.0
NCIH526_LUNG,0.0,0.0,1.0
NCIH650_LUNG,0.0,0.0,1.0
NCIH841_LUNG,0.0,0.0,1.0
OC314_OVARY,0.0,0.0,1.0
OSRC2_KIDNEY,0.0,0.0,1.0
OVTOKO_OVARY,0.0,0.0,1.0
PC14_LUNG,0.0,0.0,1.0
PC3_PROSTATE,0.0,0.0,1.0
PETA_SKIN,0.0,0.0,1.0
PLCPRF5_LIVER,0.0,0.0,1.0
PRECLH_PROSTATE,0.0,0.0,1.0
RD_SOFT_TISSUE,0.0,0.0,1.0
RDES_BONE,0.0,0.0,1.0
RERFLCAI_LUNG,0.0,0.0,1.0
RH30_SOFT_TISSUE,0.0,0.0,1.0
RH41_SOFT_TISSUE,0.0,0.0,1.0
RL952_ENDOMETRIUM,0.0,0.0,1.0
RVH421_SKIN,0.0,0.0,1.0
SAOS2_BONE,0.0,0.0,1.0
SCC4_UPPER_AERODIGESTIVE_TRACT,0.0,0.0,1.0
SIHA_CERVIX,0.0,0.0,1.0
SKES1_BONE,0.0,0.0,1.0
SKHEP1_LIVER,0.0,0.0,1.0
SKMEL2_SKIN,0.0,0.0,1.0
SKMEL3_SKIN,0.0,0.0,1.0
SNU1076_UPPER_AERODIGESTIVE_TRACT,0.0,0.0,1.0
SNU349_KIDNEY,0.0,0.0,1.0
SNU5_STOMACH,0.0,0.0,1.0
SNU8_OVARY,0.0,0.0,1.0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,0.0,1.0
SW1271_LUNG,0.0,0.0,1.0
SW1573_LUNG,0.0,0.0,1.0
SW620_LARGE_INTESTINE,0.0,0.0,1.0
TM87_SOFT_TISSUE,0.0,0.0,1.0
TTC709_SOFT_TISSUE,0.0,0.0,1.0
TUHR14TKB_KIDNEY,0.0,0.0,1.0
TUHR4TKB_KIDNEY,0.0,0.0,1.0
U118MG_CENTRAL_NERVOUS_SYSTEM,0.0,0.0,1.0
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,0.0,1.0
WM115_SKIN,0.0,0.0,1.0
WM2664_SKIN,0.0,0.0,1.0
YD8_UPPER_AERODIGESTIVE_TRACT,0.0,0.0,1.0
22RV1_PROSTATE,0.0,1.0,0.0
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
A673_BONE,0.0,1.0,0.0
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
ASPC1_PANCREAS,0.0,1.0,0.0
CADOES1_BONE,0.0,1.0,0.0
CAL51_BREAST,0.0,1.0,0.0
COLO704_OVARY,0.0,1.0,0.0
COLO741_SKIN,0.0,1.0,0.0
COV434_OVARY,0.0,1.0,0.0
EW8_BONE,0.0,1.0,0.0
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
GP2D_LARGE_INTESTINE,0.0,1.0,0.0
HCC1187_BREAST,0.0,1.0,0.0
HCT116_LARGE_INTESTINE,0.0,1.0,0.0
HEC1A_ENDOMETRIUM,0.0,1.0,0.0
HLF_LIVER,0.0,1.0,0.0
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
HS944T_SKIN,0.0,1.0,0.0
HUTU80_SMALL_INTESTINE,0.0,1.0,0.0
IOMMLEE_CENTRAL_NERVOUS_SYSTEM,0.0,1.0,0.0
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
KM12_LARGE_INTESTINE,0.0,1.0,0.0
KYSE150_OESOPHAGUS,0.0,1.0,0.0
KYSE450_OESOPHAGUS,0.0,1.0,0.0
KYSE510_OESOPHAGUS,0.0,1.0,0.0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
MIAPACA2_PANCREAS,0.0,1.0,0.0
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
NCIH2122_LUNG,0.0,1.0,0.0
NCIH716_LARGE_INTESTINE,0.0,1.0,0.0
NIHOVCAR3_OVARY,0.0,1.0,0.0
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
OE33_OESOPHAGUS,0.0,1.0,0.0
OVCAR8_OVARY,0.0,1.0,0.0
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
RMGI_OVARY,0.0,1.0,0.0
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
RT112_URINARY_TRACT,0.0,1.0,0.0
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
SLR20_KIDNEY,0.0,1.0,0.0
SW48_LARGE_INTESTINE,0.0,1.0,0.0
TC71_BONE,0.0,1.0,0.0
TE9_OESOPHAGUS,0.0,1.0,0.0
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
TOV21G_OVARY,0.0,1.0,0.0
U178_CENTRAL_NERVOUS_SYSTEM,0.0,1.0,0.0
2313287_STOMACH,0.0,1.0,0.0
769P_KIDNEY,0.0,1.0,0.0
A375_SKIN,0.0,1.0,0.0
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
BT12_SOFT_TISSUE,0.0,1.0,0.0
BT16_SOFT_TISSUE,0.0,1.0,0.0
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
CAL27_UPPER_AERODIGESTIVE_TRACT,0.0,1.0,0.0
CAL33_UPPER_AERODIGESTIVE_TRACT,0.0,1.0,0.0
CALU6_LUNG,0.0,1.0,0.0
COLO679_SKIN,0.0,1.0,0.0
COLO800_SKIN,0.0,1.0,0.0
COLO829_SKIN,0.0,1.0,0.0
CORL279_LUNG,0.0,1.0,0.0
D458_CENTRAL_NERVOUS_SYSTEM,0.0,1.0,0.0
D556_CENTRAL_NERVOUS_SYSTEM,0.0,1.0,0.0
DMS53_LUNG,0.0,1.0,0.0
EBC1_LUNG,0.0,1.0,0.0
ES2_OVARY,0.0,1.0,0.0
FADU_UPPER_AERODIGESTIVE_TRACT,0.0,1.0,0.0
G361_SKIN,0.0,1.0,0.0
G401_SOFT_TISSUE,0.0,1.0,0.0
GSS_STOMACH,0.0,1.0,0.0
GSU_STOMACH,0.0,1.0,0.0
HCC1806_BREAST,0.0,1.0,0.0
HCC2429_LUNG,0.0,1.0,0.0
HCC33_LUNG,0.0,1.0,0.0
HEC251_ENDOMETRIUM,0.0,1.0,0.0
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
HELA_CERVIX,0.0,1.0,0.0
HT144_SKIN,0.0,1.0,0.0
IALM_LUNG,0.0,1.0,0.0
IM95_STOMACH,0.0,1.0,0.0
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
JHUEM2_ENDOMETRIUM,0.0,1.0,0.0
JR_SOFT_TISSUE,0.0,1.0,0.0
K029AX_SKIN,0.0,1.0,0.0
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
KNS62_LUNG,0.0,1.0,0.0
KYSE140_OESOPHAGUS,0.0,1.0,0.0
KYSE70_OESOPHAGUS,0.0,1.0,0.0
LNCAPCLONEFGC_PROSTATE,0.0,1.0,0.0
LS180_LARGE_INTESTINE,0.0,1.0,0.0
LU65_LUNG,0.0,1.0,0.0
LU99_LUNG,0.0,1.0,0.0
MDAMB231_BREAST,0.0,1.0,0.0
MDAMB435S_SKIN,0.0,1.0,0.0
MDAMB436_BREAST,0.0,1.0,0.0
MDAPCA2B_PROSTATE,0.0,1.0,0.0
MELHO_SKIN,0.0,1.0,0.0
MELJUSO_SKIN,0.0,1.0,0.0
MEWO_SKIN,0.0,1.0,0.0
NCIH1048_LUNG,0.0,1.0,0.0
NCIH1155_LUNG,0.0,1.0,0.0
NCIH1395_LUNG,0.0,1.0,0.0
NCIH1666_LUNG,0.0,1.0,0.0
NCIH1693_LUNG,0.0,1.0,0.0
NCIH2023_LUNG,0.0,1.0,0.0
NCIH209_LUNG,0.0,1.0,0.0
NCIH2170_LUNG,0.0,1.0,0.0
NCIH2405_LUNG,0.0,1.0,0.0
NCIH292_LUNG,0.0,1.0,0.0
NCIH460_LUNG,0.0,1.0,0.0
NCIH727_LUNG,0.0,1.0,0.0
NUGC3_STOMACH,0.0,1.0,0.0
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,0.0,1.0,0.0
SH4_SKIN,0.0,1.0,0.0
SHP77_LUNG,0.0,1.0,0.0
SKMES1_LUNG,0.0,1.0,0.0
SKNEP1_BONE,0.0,1.0,0.0
SMSCTR_SOFT_TISSUE,0.0,1.0,0.0
SNU719_STOMACH,0.0,1.0,0.0
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
SUMB002_CENTRAL_NERVOUS_SYSTEM,0.0,1.0,0.0
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,1.0,0.0
T47D_BREAST,0.0,1.0,0.0
TE4_OESOPHAGUS,0.0,1.0,0.0
TTC549_SOFT_TISSUE,0.0,1.0,0.0
UACC257_SKIN,0.0,1.0,0.0
WM1799_SKIN,0.0,1.0,0.0
WM793_SKIN,0.0,1.0,0.0
WM88_SKIN,0.0,1.0,0.0
WM983B_SKIN,0.0,1.0,0.0
A2058_SKIN,1.0,0.0,0.0
AGS_STOMACH,1.0,0.0,0.0
BT20_BREAST,1.0,0.0,0.0
BT474_BREAST,1.0,0.0,0.0
BXPC3_PANCREAS,1.0,0.0,0.0
CFPAC1_PANCREAS,1.0,0.0,0.0
CH157MN_CENTRAL_NERVOUS_SYSTEM,1.0,0.0,0.0
COLO205_LARGE_INTESTINE,1.0,0.0,0.0
CORL23_LUNG,1.0,0.0,0.0
COV362_OVARY,1.0,0.0,0.0
COV644_OVARY,1.0,0.0,0.0
DLD1_LARGE_INTESTINE,1.0,0.0,0.0
EFE184_ENDOMETRIUM,1.0,0.0,0.0
EFM19_BREAST,1.0,0.0,0.0
EFO21_OVARY,1.0,0.0,0.0
HCC1954_BREAST,1.0,0.0,0.0
HCC2218_BREAST,1.0,0.0,0.0
HCC2814_LUNG,1.0,0.0,0.0
HCC70_BREAST,1.0,0.0,0.0
HCC827_LUNG,1.0,0.0,0.0
HCC827GR5_LUNG,1.0,0.0,0.0
HEYA8_OVARY,1.0,0.0,0.0
HPAC_PANCREAS,1.0,0.0,0.0
HPAFII_PANCREAS,1.0,0.0,0.0
HT1197_URINARY_TRACT,1.0,0.0,0.0
HT29_LARGE_INTESTINE,1.0,0.0,0.0
HT55_LARGE_INTESTINE,1.0,0.0,0.0
HUG1N_STOMACH,1.0,0.0,0.0
IGROV1_OVARY,1.0,0.0,0.0
JHESOAD1_OESOPHAGUS,1.0,0.0,0.0
JHOC5_OVARY,1.0,0.0,0.0
KP1NL_PANCREAS,1.0,0.0,0.0
KURAMOCHI_OVARY,1.0,0.0,0.0
KYSE30_OESOPHAGUS,1.0,0.0,0.0
L33_PANCREAS,1.0,0.0,0.0
LK2_LUNG,1.0,0.0,0.0
LN428_CENTRAL_NERVOUS_SYSTEM,1.0,0.0,0.0
LN464_CENTRAL_NERVOUS_SYSTEM,1.0,0.0,0.0
LS513_LARGE_INTESTINE,1.0,0.0,0.0
MCF7_BREAST,1.0,0.0,0.0
MDAMB453_BREAST,1.0,0.0,0.0
MKN7_STOMACH,1.0,0.0,0.0
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0,0.0,0.0
NCIH1299_LUNG,1.0,0.0,0.0
NCIH1437_LUNG,1.0,0.0,0.0
NCIH1650_LUNG,1.0,0.0,0.0
NCIH23_LUNG,1.0,0.0,0.0
NCIH508_LARGE_INTESTINE,1.0,0.0,0.0
NCIH661_LUNG,1.0,0.0,0.0
NCIH838_LUNG,1.0,0.0,0.0
NCIN87_STOMACH,1.0,0.0,0.0
OAW42_OVARY,1.0,0.0,0.0
OVCAR4_OVARY,1.0,0.0,0.0
OVISE_OVARY,1.0,0.0,0.0
PANC0327_PANCREAS,1.0,0.0,0.0
PANC0813_PANCREAS,1.0,0.0,0.0
PSN1_PANCREAS,1.0,0.0,0.0
RKO_LARGE_INTESTINE,1.0,0.0,0.0
RMUGS_OVARY,1.0,0.0,0.0
SF172_CENTRAL_NERVOUS_SYSTEM,1.0,0.0,0.0
SF767_CENTRAL_NERVOUS_SYSTEM,1.0,0.0,0.0
SKCO1_LARGE_INTESTINE,1.0,0.0,0.0
SKRC20_KIDNEY,1.0,0.0,0.0
SNU840_OVARY,1.0,0.0,0.0
SNUC1_LARGE_INTESTINE,1.0,0.0,0.0
SU8686_PANCREAS,1.0,0.0,0.0
SW1417_LARGE_INTESTINE,1.0,0.0,0.0
TE10_OESOPHAGUS,1.0,0.0,0.0
U251MG_CENTRAL_NERVOUS_SYSTEM,1.0,0.0,0.0
VCAP_PROSTATE,1.0,0.0,0.0
ZR7530_BREAST,1.0,0.0,0.0
143B_BONE,1.0,0.0,0.0
ABC1_LUNG,1.0,0.0,0.0
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0,0.0,0.0
BHY_UPPER_AERODIGESTIVE_TRACT,1.0,0.0,0.0
BICR22_UPPER_AERODIGESTIVE_TRACT,1.0,0.0,0.0
BICR6_UPPER_AERODIGESTIVE_TRACT,1.0,0.0,0.0
CACO2_LARGE_INTESTINE,1.0,0.0,0.0
CAL12T_LUNG,1.0,0.0,0.0
CALU3_LUNG,1.0,0.0,0.0
CHAGOK1_LUNG,1.0,0.0,0.0
CJM_SKIN,1.0,0.0,0.0
COLO680N_OESOPHAGUS,1.0,0.0,0.0
COLO684_ENDOMETRIUM,1.0,0.0,0.0
DMS273_LUNG,1.0,0.0,0.0
DU145_PROSTATE,1.0,0.0,0.0
ECC10_STOMACH,1.0,0.0,0.0
EKVX_LUNG,1.0,0.0,0.0
HCC1359_LUNG,1.0,0.0,0.0
HCC1428_BREAST,1.0,0.0,0.0
HCC1500_BREAST,1.0,0.0,0.0
HCC1937_BREAST,1.0,0.0,0.0
HCC202_BREAST,1.0,0.0,0.0
HCC2450_LUNG,1.0,0.0,0.0
HCC515_LUNG,1.0,0.0,0.0
HEC50B_ENDOMETRIUM,1.0,0.0,0.0
HEP3B217_LIVER,1.0,0.0,0.0
HOP62_LUNG,1.0,0.0,0.0
HSC3_UPPER_AERODIGESTIVE_TRACT,1.0,0.0,0.0
HUPT3_PANCREAS,1.0,0.0,0.0
JHH1_LIVER,1.0,0.0,0.0
JHH5_LIVER,1.0,0.0,0.0
JHOS2_OVARY,1.0,0.0,0.0
KATOIII_STOMACH,1.0,0.0,0.0
KE39_STOMACH,1.0,0.0,0.0
KPL1_BREAST,1.0,0.0,0.0
KYSE180_OESOPHAGUS,1.0,0.0,0.0
KYSE520_OESOPHAGUS,1.0,0.0,0.0
LCLC97TM1_LUNG,1.0,0.0,0.0
LUDLU1_LUNG,1.0,0.0,0.0
LXF289_LUNG,1.0,0.0,0.0
MDAMB175VII_BREAST,1.0,0.0,0.0
MDAMB361_BREAST,1.0,0.0,0.0
MDAMB468_BREAST,1.0,0.0,0.0
MKN1_STOMACH,1.0,0.0,0.0
MKN45_STOMACH,1.0,0.0,0.0
MORCPR_LUNG,1.0,0.0,0.0
NCCSTCK140_STOMACH,1.0,0.0,0.0
NCIH1339_LUNG,1.0,0.0,0.0
NCIH1355_LUNG,1.0,0.0,0.0
NCIH1373_LUNG,1.0,0.0,0.0
NCIH1568_LUNG,1.0,0.0,0.0
NCIH1581_LUNG,1.0,0.0,0.0
NCIH1623_LUNG,1.0,0.0,0.0
NCIH1703_LUNG,1.0,0.0,0.0
NCIH1944_LUNG,1.0,0.0,0.0
NCIH2030_LUNG,1.0,0.0,0.0
NCIH2066_LUNG,1.0,0.0,0.0
NCIH2087_LUNG,1.0,0.0,0.0
NCIH211_LUNG,1.0,0.0,0.0
NCIH2110_LUNG,1.0,0.0,0.0
NCIH2126_LUNG,1.0,0.0,0.0
NCIH2291_LUNG,1.0,0.0,0.0
NCIH3122_LUNG,1.0,0.0,0.0
NCIH322_LUNG,1.0,0.0,0.0
NCIH3255_LUNG,1.0,0.0,0.0
NCIH358_LUNG,1.0,0.0,0.0
NCIH647_LUNG,1.0,0.0,0.0
NCIH854_LUNG,1.0,0.0,0.0
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,1.0,0.0,0.0
RERFLCAD2_LUNG,1.0,0.0,0.0
SNU216_STOMACH,1.0,0.0,0.0
SNU601_STOMACH,1.0,0.0,0.0
SNU685_ENDOMETRIUM,1.0,0.0,0.0
SW837_LARGE_INTESTINE,1.0,0.0,0.0
TE1_OESOPHAGUS,1.0,0.0,0.0
TE11_OESOPHAGUS,1.0,0.0,0.0
TE6_OESOPHAGUS,1.0,0.0,0.0
TE8_OESOPHAGUS,1.0,0.0,0.0
TUHR10TKB_KIDNEY,1.0,0.0,0.0
U2OS_BONE,1.0,0.0,0.0
UACC812_BREAST,1.0,0.0,0.0
YD38_UPPER_AERODIGESTIVE_TRACT,1.0,0.0,0.0
ZR751_BREAST,1.0,0.0,0.0
